Dose in ,Sclera:1_1266, 178.101, nanoGy 
Dose in ,Sclera:1_666, 200.384, nanoGy 
Dose in ,Sclera:1_1441, 214.585, nanoGy 
Dose in ,Glaskörper:1_1702, 43.4059, nanoGy 
Dose in ,Glaskörper:1_1064, 67.0172, nanoGy 
Dose in ,Choroidea:1_595, 213.251, nanoGy 
Dose in ,Sclera:1_1327, 396.136, nanoGy 
Dose in ,Sclera:1_100, 385.571, nanoGy 
Dose in ,Glaskörper:1_3673, 36.9599, nanoGy 
Dose in ,Netzhaut:1_1613, 0, picoGy 
Dose in ,Glaskörper:1_5202, 39.4647, nanoGy 
Dose in ,Choroidea:1_1492, 292.563, nanoGy 
Dose in ,Glaskörper:1_355, 110.708, nanoGy 
Dose in ,Sclera:1_128, 198.437, nanoGy 
Dose in ,Cornea:1_165, 113.504, nanoGy 
Dose in ,Glaskörper:1_4134, 134.745, nanoGy 
Dose in ,Sclera:1_2606, 208.871, nanoGy 
Dose in ,Glaskörper:1_3883, 0, picoGy 
Dose in ,Glaskörper:1_2545, 207.921, nanoGy 
Dose in ,Linse:1_51, 68.1873, nanoGy 
Dose in ,Glaskörper:1_2223, 14.6563, nanoGy 
Dose in ,Netzhaut:1_590, 87.3622, nanoGy 
Dose in ,Glaskörper:1_4652, 0, picoGy 
Dose in ,Sclera:1_2160, 0, picoGy 
Dose in ,Sclera:1_1469, 148.122, nanoGy 
Dose in ,Glaskörper:1_433, 35.3917, nanoGy 
Dose in ,Sclera:1_896, 307.212, nanoGy 
Dose in ,Glaskörper:1_6045, 45.9811, nanoGy 
Dose in ,Glaskörper:1_427, 145.045, nanoGy 
Dose in ,Glaskörper:1_6051, 106.135, nanoGy 
Dose in ,Sclera:1_882, 73.9959, nanoGy 
Dose in ,Linse:1_45, 60.8032, nanoGy 
Dose in ,Glaskörper:1_2237, 21.0739, nanoGy 
Dose in ,Glaskörper:1_5558, 208.311, nanoGy 
Dose in ,Netzhaut:1_1149, 78.6362, nanoGy 
Dose in ,Glaskörper:1_4646, 0, picoGy 
Dose in ,Netzhaut:1_584, 208.145, nanoGy 
Dose in ,Sclera:1_2174, 275.355, nanoGy 
Dose in ,Glaskörper:1_3129, 42.8434, nanoGy 
Dose in ,Glaskörper:1_4120, 95.5693, nanoGy 
Dose in ,Sclera:1_2612, 102.283, nanoGy 
Dose in ,Glaskörper:1_3897, 0, picoGy 
Dose in ,Glaskörper:1_2551, 43.396, nanoGy 
Dose in ,Glaskörper:1_1058, 350.272, nanoGy 
Dose in ,Glaskörper:1_341, 240.667, nanoGy 
Dose in ,Cornea:1_171, 312.71, nanoGy 
Dose in ,Choroidea:1_542, 0, picoGy 
Dose in ,Choroidea:1_1445, 236.441, nanoGy 
Dose in ,Netzhaut:1_209, 152.854, nanoGy 
Dose in ,Choroidea:1_1323, 0, picoGy 
Dose in ,Glaskörper:1_4875, 114.257, nanoGy 
Dose in ,Applikator:1_259, 6.43399, microGy
Dose in ,Sclera:1_869, 200.059, nanoGy 
Dose in ,Choroidea:1_224, 237.469, nanoGy 
Dose in ,Sclera:1_1496, 0, picoGy 
Dose in ,Choroidea:1_230, 538.89, nanoGy 
Dose in ,Sclera:1_1482, 0, picoGy 
Dose in ,Glaskörper:1_1919, 116.618, nanoGy 
Dose in ,Choroidea:1_1337, 114.523, nanoGy 
Dose in ,Glaskörper:1_4861, 223.075, nanoGy 
Dose in ,Glaskörper:1_3868, 132.678, nanoGy 
Dose in ,Choroidea:1_1451, 30.6372, nanoGy 
Dose in ,Netzhaut:1_1808, 155.085, nanoGy 
Dose in ,Linse:1_301, 0, picoGy 
Dose in ,Sehnerv:1_229, 0, picoGy 
Dose in ,Choroidea:1_2158, 0, picoGy 
Dose in ,Choroidea:1_556, 36.5806, nanoGy 
Dose in ,Glaskörper:1_3840, 0, picoGy 
Dose in ,Netzhaut:1_1820, 350.702, nanoGy 
Dose in ,Glaskörper:1_2586, 0, picoGy 
Dose in ,Choroidea:1_1479, 142.487, nanoGy 
Dose in ,Sehnerv:1_201, 0, picoGy 
Dose in ,Glaskörper:1_3698, 146.984, nanoGy 
Dose in ,Netzhaut:1_235, 323.533, nanoGy 
Dose in ,Choroidea:1_2170, 141.101, nanoGy 
Dose in ,Glaskörper:1_396, 277.436, nanoGy 
Dose in ,Applikator:1_503, 237.523, nanoGy 
Dose in ,Glaskörper:1_6086, 0, picoGy 
Dose in ,Applikator:1_265, 114.69, nanoGy 
Dose in ,Sclera:1_855, 640.128, nanoGy 
Dose in ,Choroidea:1_218, 49.6284, nanoGy 
Dose in ,Glaskörper:1_1931, 0, picoGy 
Dose in ,Glaskörper:1_4691, 17.4569, nanoGy 
Dose in ,Netzhaut:1_553, 336.032, nanoGy 
Dose in ,Sehnerv:1_567, 0, picoGy 
Dose in ,Linse:1_92, 83.6926, nanoGy 
Dose in ,Glaskörper:1_4849, 334.958, nanoGy 
Dose in ,Netzhaut:1_547, 37.6322, nanoGy 
Dose in ,Glaskörper:1_4685, 107.074, nanoGy 
Dose in ,Sehnerv:1_573, 0, picoGy 
Dose in ,Linse:1_86, 102.681, nanoGy 
Dose in ,Sclera:1_841, 176.98, nanoGy 
Dose in ,Applikator:1_271, 81.6105, nanoGy 
Dose in ,Glaskörper:1_6092, 72.2174, nanoGy 
Dose in ,Sclera:1_699, 317.405, nanoGy 
Dose in ,Glaskörper:1_1925, 135.588, nanoGy 
Dose in ,Choroidea:1_2164, 143.629, nanoGy 
Dose in ,Glaskörper:1_382, 199.443, nanoGy 
Dose in ,Applikator:1_517, 167.765, nanoGy 
Dose in ,Glaskörper:1_3854, 23.0711, nanoGy 
Dose in ,Netzhaut:1_1834, 0, picoGy 
Dose in ,Glaskörper:1_2592, 58.5863, nanoGy 
Dose in ,Sehnerv:1_215, 0, picoGy 
Dose in ,Netzhaut:1_221, 716.942, nanoGy 
Dose in ,Glaskörper:1_1924, 136.725, nanoGy 
Dose in ,Sclera:1_698, 414.025, nanoGy 
Dose in ,Sclera:1_840, 119.971, nanoGy 
Dose in ,Glaskörper:1_6093, 102.443, nanoGy 
Dose in ,Applikator:1_270, 136.834, nanoGy 
Dose in ,Linse:1_87, 113.758, nanoGy 
Dose in ,Sehnerv:1_572, 0, picoGy 
Dose in ,Netzhaut:1_546, 197.739, nanoGy 
Dose in ,Glaskörper:1_4684, 164.057, nanoGy 
Dose in ,Netzhaut:1_220, 625.185, nanoGy 
Dose in ,Sehnerv:1_214, 0, picoGy 
Dose in ,Glaskörper:1_2593, 148.184, nanoGy 
Dose in ,Netzhaut:1_1835, 47.8383, nanoGy 
Dose in ,Glaskörper:1_3855, 50.0536, nanoGy 
Dose in ,Applikator:1_516, 327.978, nanoGy 
Dose in ,Glaskörper:1_383, 48.0947, nanoGy 
Dose in ,Choroidea:1_2165, 91.5962, nanoGy 
Dose in ,Applikator:1_502, 98.8693, nanoGy 
Dose in ,Glaskörper:1_397, 183.595, nanoGy 
Dose in ,Choroidea:1_2171, 387.98, nanoGy 
Dose in ,Netzhaut:1_234, 367.936, nanoGy 
Dose in ,Glaskörper:1_3699, 154.257, nanoGy 
Dose in ,Sehnerv:1_200, 0, picoGy 
Dose in ,Glaskörper:1_2587, 95.1399, nanoGy 
Dose in ,Choroidea:1_1478, 50.5873, nanoGy 
Dose in ,Netzhaut:1_1821, 0, picoGy 
Dose in ,Glaskörper:1_3841, 0, picoGy 
Dose in ,Glaskörper:1_4848, 176.819, nanoGy 
Dose in ,Linse:1_93, 157.374, nanoGy 
Dose in ,Sehnerv:1_566, 41.4791, nanoGy 
Dose in ,Glaskörper:1_4690, 97.6194, nanoGy 
Dose in ,Netzhaut:1_552, 0, picoGy 
Dose in ,Glaskörper:1_1930, 272.173, picoGy 
Dose in ,Applikator:1_264, 0, picoGy 
Dose in ,Glaskörper:1_6087, 206.432, nanoGy 
Dose in ,Choroidea:1_219, 75.0955, nanoGy 
Dose in ,Sclera:1_854, 346.39, nanoGy 
Dose in ,Glaskörper:1_4860, 0, picoGy 
Dose in ,Choroidea:1_1336, 36.1661, nanoGy 
Dose in ,Glaskörper:1_1918, 75.9982, nanoGy 
Dose in ,Sclera:1_1483, 109.493, nanoGy 
Dose in ,Choroidea:1_231, 1.12772, microGy
Dose in ,Choroidea:1_557, 0, picoGy 
Dose in ,Choroidea:1_2159, 185.881, nanoGy 
Dose in ,Sehnerv:1_228, 0, picoGy 
Dose in ,Linse:1_300, 0, picoGy 
Dose in ,Netzhaut:1_1809, 172.306, nanoGy 
Dose in ,Choroidea:1_1450, 0, picoGy 
Dose in ,Glaskörper:1_3869, 108.544, nanoGy 
Dose in ,Netzhaut:1_208, 150.512, nanoGy 
Dose in ,Choroidea:1_1444, 477.512, nanoGy 
Dose in ,Choroidea:1_543, 101.827, nanoGy 
Dose in ,Sclera:1_1497, 388.355, nanoGy 
Dose in ,Applikator:1_258, 0, picoGy 
Dose in ,Choroidea:1_225, 140.7, nanoGy 
Dose in ,Sclera:1_868, 239.848, nanoGy 
Dose in ,Glaskörper:1_4874, 1.72775, nanoGy 
Dose in ,Choroidea:1_1322, 415.507, nanoGy 
Dose in ,Glaskörper:1_3128, 81.6514, nanoGy 
Dose in ,Sclera:1_2175, 73.4934, nanoGy 
Dose in ,Glaskörper:1_4647, 8.32073, nanoGy 
Dose in ,Netzhaut:1_1148, 0, picoGy 
Dose in ,Netzhaut:1_585, 179.281, nanoGy 
Dose in ,Glaskörper:1_5559, 91.3255, nanoGy 
Dose in ,Glaskörper:1_2236, 31.4214, nanoGy 
Dose in ,Linse:1_44, 33.6759, nanoGy 
Dose in ,Glaskörper:1_6050, 360.808, nanoGy 
Dose in ,Sclera:1_883, 0, picoGy 
Dose in ,Glaskörper:1_426, 46.0906, nanoGy 
Dose in ,Cornea:1_170, 333.504, nanoGy 
Dose in ,Glaskörper:1_340, 138.59, nanoGy 
Dose in ,Glaskörper:1_1059, 93.3497, nanoGy 
Dose in ,Glaskörper:1_2550, 70.6154, nanoGy 
Dose in ,Glaskörper:1_3896, 103.065, nanoGy 
Dose in ,Sclera:1_2613, 164.734, nanoGy 
Dose in ,Glaskörper:1_4121, 42.2817, nanoGy 
Dose in ,Glaskörper:1_2544, 5.69569, nanoGy 
Dose in ,Glaskörper:1_3882, 0, picoGy 
Dose in ,Sclera:1_2607, 1.12726, microGy
Dose in ,Glaskörper:1_4135, 147.121, nanoGy 
Dose in ,Cornea:1_164, 80.823, nanoGy 
Dose in ,Sclera:1_129, 0, picoGy 
Dose in ,Glaskörper:1_354, 46.836, nanoGy 
Dose in ,Sclera:1_897, 181.633, nanoGy 
Dose in ,Glaskörper:1_6044, 29.4503, nanoGy 
Dose in ,Glaskörper:1_432, 26.6522, nanoGy 
Dose in ,Sclera:1_1468, 264.408, nanoGy 
Dose in ,Sclera:1_2161, 0, picoGy 
Dose in ,Netzhaut:1_591, 1.25989, microGy
Dose in ,Glaskörper:1_4653, 0, picoGy 
Dose in ,Glaskörper:1_2222, 0, picoGy 
Dose in ,Linse:1_50, 41.225, nanoGy 
Dose in ,Glaskörper:1_1703, 27.7603, nanoGy 
Dose in ,Sclera:1_1440, 478.45, nanoGy 
Dose in ,Sclera:1_667, 0, picoGy 
Dose in ,Glaskörper:1_3114, 40.3208, nanoGy 
Dose in ,Netzhaut:1_1174, 0, picoGy 
Dose in ,Sclera:1_2149, 170.367, nanoGy 
Dose in ,Glaskörper:1_5565, 84.2668, nanoGy 
Dose in ,Linse:1_78, 244.308, nanoGy 
Dose in ,Choroidea:1_1493, 379.748, nanoGy 
Dose in ,Glaskörper:1_5203, 134.202, nanoGy 
Dose in ,Netzhaut:1_1612, 0, picoGy 
Dose in ,Glaskörper:1_3672, 15.03, nanoGy 
Dose in ,Sclera:1_101, 53.6533, nanoGy 
Dose in ,Sclera:1_1326, 233.717, nanoGy 
Dose in ,Choroidea:1_594, 0, picoGy 
Dose in ,Glaskörper:1_1065, 27.49, nanoGy 
Dose in ,Cornea:1_158, 398.004, nanoGy 
Dose in ,Sclera:1_115, 277.819, nanoGy 
Dose in ,Sclera:1_1332, 77.435, nanoGy 
Dose in ,Glaskörper:1_368, 11.7225, nanoGy 
Dose in ,Choroidea:1_580, 600.159, nanoGy 
Dose in ,Glaskörper:1_1071, 13.9275, nanoGy 
Dose in ,Choroidea:1_1487, 0, picoGy 
Dose in ,Glaskörper:1_2578, 228.161, nanoGy 
Dose in ,Glaskörper:1_5217, 480.869, nanoGy 
Dose in ,Glaskörper:1_4109, 72.0644, nanoGy 
Dose in ,Netzhaut:1_1606, 566.269, nanoGy 
Dose in ,Glaskörper:1_3666, 138.972, nanoGy 
Dose in ,Sehnerv:1_599, 0, picoGy 
Dose in ,Glaskörper:1_3100, 108.197, nanoGy 
Dose in ,Netzhaut:1_1160, 58.1353, nanoGy 
Dose in ,Glaskörper:1_5571, 135.413, nanoGy 
Dose in ,Glaskörper:1_1717, 9.39696, nanoGy 
Dose in ,Glaskörper:1_6078, 76.9661, nanoGy 
Dose in ,Sclera:1_1454, 278.634, nanoGy 
Dose in ,Sclera:1_673, 170.746, nanoGy 
Dose in ,Glaskörper:1_50, 155.104, nanoGy 
Dose in ,Glaskörper:1_1298, 51.7636, nanoGy 
Dose in ,Glaskörper:1_181, 63.2164, nanoGy 
Dose in ,Applikator:1_714, 12.2959, nanoGy 
Dose in ,Choroidea:1_769, 0, picoGy 
Dose in ,Glaskörper:1_2791, 3.9412, nanoGy 
Dose in ,Kammerwasser:1_581, 378.198, nanoGy 
Dose in ,Glaskörper:1_2949, 94.2547, nanoGy 
Dose in ,Netzhaut:1_1389, 0, picoGy 
Dose in ,Glaskörper:1_4486, 83.445, nanoGy 
Dose in ,Netzhaut:1_744, 979.633, nanoGy 
Dose in ,Glaskörper:1_5940, 84.7866, nanoGy 
Dose in ,Choroidea:1_1108, 46.8012, nanoGy 
Dose in ,Glaskörper:1_5798, 212.059, nanoGy 
Dose in ,Glaskörper:1_6291, 144.94, nanoGy 
Dose in ,Sclera:1_1865, 157.992, nanoGy 
Dose in ,Glaskörper:1_6285, 6.57567, nanoGy 
Dose in ,Sclera:1_1871, 148.936, nanoGy 
Dose in ,Netzhaut:1_750, 28.3553, nanoGy 
Dose in ,Glaskörper:1_4492, 149.846, nanoGy 
Dose in ,Glaskörper:1_5954, 7.78315, nanoGy 
Dose in ,Netzhaut:1_988, 34.0817, nanoGy 
Dose in ,Kammerwasser:1_595, 0, picoGy 
Dose in ,Glaskörper:1_2785, 121.065, nanoGy 
Dose in ,Glaskörper:1_44, 169.046, nanoGy 
Dose in ,Glaskörper:1_195, 91.837, nanoGy 
Dose in ,Applikator:1_700, 357.522, nanoGy 
Dose in ,Choroidea:1_1652, 0, picoGy 
Dose in ,Linse:1_102, 91.4996, nanoGy 
Dose in ,Glaskörper:1_2975, 118.886, nanoGy 
Dose in ,Sehnerv:1_94, 0, picoGy 
Dose in ,Applikator:1_728, 630.844, nanoGy 
Dose in ,Choroidea:1_755, 0, picoGy 
Dose in ,Sclera:1_1859, 204.269, nanoGy 
Dose in ,Glaskörper:1_803, 0, picoGy 
Dose in ,Sclera:1_1681, 0, picoGy 
Dose in ,Sclera:1_2388, 120.699, nanoGy 
Dose in ,Glaskörper:1_8, 285.108, nanoGy 
Dose in ,Netzhaut:1_778, 132.513, nanoGy 
Dose in ,Choroidea:1_1134, 0, picoGy 
Dose in ,Glaskörper:1_5968, 54.3116, nanoGy 
Dose in ,Choroidea:1_1120, 491.766, nanoGy 
Dose in ,Glaskörper:1_817, 271.556, nanoGy 
Dose in ,Sclera:1_1695, 213.613, nanoGy 
Dose in ,Cornea:1_399, 423.429, nanoGy 
Dose in ,Choroidea:1_999, 345.776, nanoGy 
Dose in ,Sehnerv:1_80, 0, picoGy 
Dose in ,Glaskörper:1_78, 30.8416, nanoGy 
Dose in ,Choroidea:1_741, 195.408, nanoGy 
Dose in ,Choroidea:1_1646, 0, picoGy 
Dose in ,Linse:1_116, 119.33, nanoGy 
Dose in ,Glaskörper:1_2961, 160.148, nanoGy 
Dose in ,Glaskörper:1_4323, 0, picoGy 
Dose in ,Choroidea:1_1875, 0, picoGy 
Dose in ,Sclera:1_2411, 348.83, nanoGy 
Dose in ,Kammerwasser:1_542, 0, picoGy 
Dose in ,Glaskörper:1_2752, 0, picoGy 
Dose in ,Glaskörper:1_142, 586.877, nanoGy 
Dose in ,Glaskörper:1_6534, 280.716, nanoGy 
Dose in ,Sclera:1_1118, 130.008, nanoGy 
Dose in ,Netzhaut:1_2125, 595.147, nanoGy 
Dose in ,Glaskörper:1_93, 250.09, nanoGy 
Dose in ,Choroidea:1_972, 112.592, nanoGy 
Dose in ,Cornea:1_372, 22.1107, nanoGy 
Dose in ,Sclera:1_459, 0, picoGy 
Dose in ,Glaskörper:1_624, 53.2283, nanoGy 
Dose in ,Glaskörper:1_6252, 59.6942, nanoGy 
Dose in ,Kammerwasser:1_224, 86.7164, nanoGy 
Dose in ,Glaskörper:1_2034, 146.704, nanoGy 
Dose in ,Netzhaut:1_787, 0, picoGy 
Dose in ,Glaskörper:1_4445, 2.34708, nanoGy 
Dose in ,Sclera:1_2377, 0, picoGy 
Dose in ,Glaskörper:1_5983, 25.7542, nanoGy 
Dose in ,Glaskörper:1_2020, 0, picoGy 
Dose in ,Kammerwasser:1_230, 74.7953, nanoGy 
Dose in ,Glaskörper:1_4451, 0, picoGy 
Dose in ,Netzhaut:1_793, 151.703, nanoGy 
Dose in ,Sclera:1_2363, 0, picoGy 
Dose in ,Glaskörper:1_5997, 78.4863, nanoGy 
Dose in ,Cornea:1_400, 0, picoGy 
Dose in ,Glaskörper:1_630, 83.0298, nanoGy 
Dose in ,Glaskörper:1_6246, 163.912, nanoGy 
Dose in ,Glaskörper:1_1529, 63.2602, nanoGy 
Dose in ,Glaskörper:1_156, 223.384, nanoGy 
Dose in ,Glaskörper:1_6520, 632.337, nanoGy 
Dose in ,Netzhaut:1_2131, 47.5891, nanoGy 
Dose in ,Glaskörper:1_87, 77.4025, nanoGy 
Dose in ,Cornea:1_366, 996.651, nanoGy 
Dose in ,Choroidea:1_966, 301.087, nanoGy 
Dose in ,Glaskörper:1_3458, 57.2156, nanoGy 
Dose in ,Netzhaut:1_1438, 27.2638, nanoGy 
Dose in ,Glaskörper:1_4337, 49.7759, nanoGy 
Dose in ,Sclera:1_2405, 0, picoGy 
Dose in ,Choroidea:1_1861, 561.352, nanoGy 
Dose in ,Choroidea:1_0, 0, picoGy 
Dose in ,Glaskörper:1_5029, 44.1253, nanoGy 
Dose in ,Glaskörper:1_2746, 32.0569, nanoGy 
Dose in ,Kammerwasser:1_556, 164.138, nanoGy 
Dose in ,Glaskörper:1_1267, 95.9764, nanoGy 
Dose in ,Choroidea:1_796, 489.803, nanoGy 
Dose in ,Glaskörper:1_6508, 0, picoGy 
Dose in ,Netzhaut:1_2119, 138.657, nanoGy 
Dose in ,Sclera:1_1124, 140.226, nanoGy 
Dose in ,Sclera:1_303, 32.4372, nanoGy 
Dose in ,Applikator:1_933, 980.51, nanoGy 
Dose in ,Sehnerv:1_57, 0, picoGy 
Dose in ,Glaskörper:1_3470, 86.0069, nanoGy 
Dose in ,Choroidea:1_1849, 380.937, nanoGy 
Dose in ,Netzhaut:1_1410, 0, picoGy 
Dose in ,Glaskörper:1_5001, 0, picoGy 
Dose in ,Choroidea:1_1691, 0, picoGy 
Dose in ,Kammerwasser:1_218, 45.1203, nanoGy 
Dose in ,Glaskörper:1_2008, 142.173, nanoGy 
Dose in ,Netzhaut:1_963, 64.383, nanoGy 
Dose in ,Glaskörper:1_5767, 84.893, nanoGy 
Dose in ,Netzhaut:1_1376, 0, picoGy 
Dose in ,Glaskörper:1_4479, 372.499, nanoGy 
Dose in ,Glaskörper:1_3316, 122.662, nanoGy 
Dose in ,Sclera:1_465, 0, picoGy 
Dose in ,Sclera:1_1642, 0, picoGy 
Dose in ,Glaskörper:1_618, 249.716, nanoGy 
Dose in ,Glaskörper:1_1501, 142.409, nanoGy 
Dose in ,Sclera:1_471, 55.8517, nanoGy 
Dose in ,Sclera:1_1656, 103.051, nanoGy 
Dose in ,Glaskörper:1_1515, 170.389, nanoGy 
Dose in ,Netzhaut:1_977, 0, picoGy 
Dose in ,Glaskörper:1_5773, 25.1457, nanoGy 
Dose in ,Netzhaut:1_1362, 0, picoGy 
Dose in ,Glaskörper:1_3302, 45.0113, nanoGy 
Dose in ,Glaskörper:1_3464, 0, picoGy 
Dose in ,Sclera:1_2439, 237.285, nanoGy 
Dose in ,Netzhaut:1_1404, 281.317, nanoGy 
Dose in ,Glaskörper:1_5015, 104.771, nanoGy 
Dose in ,Choroidea:1_1685, 140.346, nanoGy 
Dose in ,Glaskörper:1_1273, 35.4783, nanoGy 
Dose in ,Choroidea:1_782, 199.906, nanoGy 
Dose in ,Sclera:1_1130, 449.896, nanoGy 
Dose in ,Applikator:1_927, 575.939, nanoGy 
Dose in ,Sclera:1_317, 988.145, nanoGy 
Dose in ,Sehnerv:1_43, 0, picoGy 
Dose in ,Applikator:1_660, 0, picoGy 
Dose in ,Glaskörper:1_6483, 72.1146, nanoGy 
Dose in ,Choroidea:1_2213, 19.1756, nanoGy 
Dose in ,Sclera:1_288, 215.297, nanoGy 
Dose in ,Netzhaut:1_2092, 133.423, nanoGy 
Dose in ,Netzhaut:1_156, 0, picoGy 
Dose in ,Netzhaut:1_70, 300.328, nanoGy 
Dose in ,Glaskörper:1_4294, 0, picoGy 
Dose in ,Sehnerv:1_162, 0, picoGy 
Dose in ,Kammerwasser:1_393, 396.509, nanoGy 
Dose in ,Glaskörper:1_2183, 0, picoGy 
Dose in ,Glaskörper:1_5834, 179.006, nanoGy 
Dose in ,Sehnerv:1_604, 0, picoGy 
Dose in ,Netzhaut:1_630, 136.977, nanoGy 
Dose in ,Choroidea:1_81, 110.555, nanoGy 
Dose in ,Sclera:1_1911, 69.185, nanoGy 
Dose in ,Glaskörper:1_793, 211.822, nanoGy 
Dose in ,Applikator:1_106, 0, picoGy 
Dose in ,Choroidea:1_95, 0, picoGy 
Dose in ,Sclera:1_1905, 803.255, nanoGy 
Dose in ,Glaskörper:1_787, 28.7289, nanoGy 
Dose in ,Applikator:1_112, 388.932, nanoGy 
Dose in ,Glaskörper:1_2197, 97.0656, nanoGy 
Dose in ,Choroidea:1_1068, 82.297, nanoGy 
Dose in ,Kammerwasser:1_387, 406.886, nanoGy 
Dose in ,Sehnerv:1_610, 0, picoGy 
Dose in ,Glaskörper:1_5820, 69.8729, nanoGy 
Dose in ,Glaskörper:1_3289, 112.056, nanoGy 
Dose in ,Netzhaut:1_624, 0, picoGy 
Dose in ,Glaskörper:1_4280, 134.903, nanoGy 
Dose in ,Netzhaut:1_64, 94.4033, nanoGy 
Dose in ,Netzhaut:1_142, 0, picoGy 
Dose in ,Glaskörper:1_2829, 135.708, nanoGy 
Dose in ,Sehnerv:1_176, 0, picoGy 
Dose in ,Glaskörper:1_6497, 212.01, nanoGy 
Dose in ,Applikator:1_674, 855.113, nanoGy 
Dose in ,Choroidea:1_609, 103.503, nanoGy 
Dose in ,Choroidea:1_2207, 355.057, nanoGy 
Dose in ,Netzhaut:1_2086, 86.3818, nanoGy 
Dose in ,Glaskörper:1_2801, 98.102, nanoGy 
Dose in ,Choroidea:1_1726, 85.9104, nanoGy 
Dose in ,Choroidea:1_621, 59.4258, nanoGy 
Dose in ,Applikator:1_884, 576.492, nanoGy 
Dose in ,Sclera:1_1093, 0, picoGy 
Dose in ,Glaskörper:1_977, 6.68362, nanoGy 
Dose in ,Choroidea:1_147, 104.227, nanoGy 
Dose in ,Choroidea:1_1040, 43.379, nanoGy 
Dose in ,Glaskörper:1_5808, 135.299, nanoGy 
Dose in ,Sehnerv:1_638, 0, picoGy 
Dose in ,Choroidea:1_1054, 0, picoGy 
Dose in ,Netzhaut:1_618, 49.6275, nanoGy 
Dose in ,Cornea:1_88, 137.255, nanoGy 
Dose in ,Glaskörper:1_963, 0, picoGy 
Dose in ,Sclera:1_1939, 0, picoGy 
Dose in ,Choroidea:1_153, 0, picoGy 
Dose in ,Applikator:1_648, 182.233, nanoGy 
Dose in ,Choroidea:1_635, 0, picoGy 
Dose in ,Applikator:1_890, 0, picoGy 
Dose in ,Sclera:1_1087, 199.576, nanoGy 
Dose in ,Glaskörper:1_2815, 0, picoGy 
Dose in ,Netzhaut:1_58, 247.688, nanoGy 
Dose in ,Choroidea:1_1732, 211.975, nanoGy 
Dose in ,Glaskörper:1_2626, 67.2964, nanoGy 
Dose in ,Kammerwasser:1_436, 127.84, nanoGy 
Dose in ,Glaskörper:1_5149, 25.5633, nanoGy 
Dose in ,Netzhaut:1_1558, 205.775, nanoGy 
Dose in ,Glaskörper:1_4257, 119.227, nanoGy 
Dose in ,Netzhaut:1_195, 611.649, nanoGy 
Dose in ,Sclera:1_2565, 318.325, nanoGy 
Dose in ,Choroidea:1_1901, 0, picoGy 
Dose in ,Glaskörper:1_3538, 108.77, nanoGy 
Dose in ,Cornea:1_206, 322.16, nanoGy 
Dose in ,Choroidea:1_806, 152.998, nanoGy 
Dose in ,Netzhaut:1_2051, 139.836, nanoGy 
Dose in ,Glaskörper:1_6440, 17.4632, nanoGy 
Dose in ,Glaskörper:1_1449, 0, picoGy 
Dose in ,Glaskörper:1_750, 76.1091, nanoGy 
Dose in ,Glaskörper:1_6326, 256.182, nanoGy 
Dose in ,Glaskörper:1_988, 0, picoGy 
Dose in ,Cornea:1_63, 0, picoGy 
Dose in ,Choroidea:1_42, 293.513, nanoGy 
Dose in ,Glaskörper:1_4531, 29.4257, nanoGy 
Dose in ,Sclera:1_2203, 66.1889, nanoGy 
Dose in ,Glaskörper:1_2140, 68.1043, nanoGy 
Dose in ,Kammerwasser:1_350, 444.881, nanoGy 
Dose in ,Glaskörper:1_4525, 0, picoGy 
Dose in ,Sclera:1_2217, 0, picoGy 
Dose in ,Kammerwasser:1_344, 82.5317, nanoGy 
Dose in ,Glaskörper:1_2154, 236.526, nanoGy 
Dose in ,Glaskörper:1_744, 191.016, nanoGy 
Dose in ,Glaskörper:1_6332, 149.049, nanoGy 
Dose in ,Sclera:1_539, 217.409, nanoGy 
Dose in ,Choroidea:1_56, 337.493, nanoGy 
Dose in ,Cornea:1_77, 980.86, nanoGy 
Dose in ,Choroidea:1_812, 205.149, nanoGy 
Dose in ,Cornea:1_212, 806.232, nanoGy 
Dose in ,Sclera:1_1078, 489.976, nanoGy 
Dose in ,Netzhaut:1_2045, 0, picoGy 
Dose in ,Glaskörper:1_6454, 63.6077, nanoGy 
Dose in ,Kammerwasser:1_422, 282.425, nanoGy 
Dose in ,Glaskörper:1_2632, 0, picoGy 
Dose in ,Netzhaut:1_181, 188.958, nanoGy 
Dose in ,Glaskörper:1_4243, 90.4983, nanoGy 
Dose in ,Choroidea:1_1915, 0, picoGy 
Dose in ,Sclera:1_2571, 211.259, nanoGy 
Dose in ,Applikator:1_847, 296.768, nanoGy 
Dose in ,Sclera:1_17, 595.76, nanoGy 
Dose in ,Sclera:1_277, 599.698, nanoGy 
Dose in ,Sclera:1_1050, 0, picoGy 
Dose in ,Glaskörper:1_1313, 84.6957, nanoGy 
Dose in ,Glaskörper:1_5175, 72.8353, nanoGy 
Dose in ,Sclera:1_2559, 376.506, nanoGy 
Dose in ,Netzhaut:1_1564, 299.775, nanoGy 
Dose in ,Glaskörper:1_3504, 52.6537, nanoGy 
Dose in ,Glaskörper:1_3262, 59.2513, nanoGy 
Dose in ,Netzhaut:1_1202, 281.094, nanoGy 
Dose in ,Glaskörper:1_5613, 167.305, nanoGy 
Dose in ,Choroidea:1_1083, 430.631, nanoGy 
Dose in ,Netzhaut:1_817, 154.519, nanoGy 
Dose in ,Glaskörper:1_1475, 131.196, nanoGy 
